,symptoms,treatments,drugs,bodyparts
398,['palmar-plantar erythrodysesthesia syndrome'],[],[],[]
399,"['sexually transmitted diseases', 'influenza', 'short stature, idiopathic, x-linked', 'coronavirus infections']","['therapeutic tactile stimulation', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'exercise pain management']",[],"['hand', 'entire face', 'nose']"
400,"['gonorrhea', 'geroderma osteodysplastica', 'pharyngitis', 'influenza', 'withdrawal symptoms', 'chest tightness', 'sore throat', 'clouded consciousness', 'chills']","['modest-temperature hyperthermia', 'stretching exercises', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'primary operation', 'saline gargle']",[],[]
401,"['myelitis, acute transverse', 'anemia, diamond-blackfan', 'lung diseases, obstructive', 'reflex sympathetic dystrophy', 'simian acquired immunodeficiency syndrome', 'wiskott-aldrich syndrome', 'disease', 'swollen glands in neck', 'chest pain', 'low back pain', 'chest tightness', 'nausea', 'malaise', 'headache', 'breath symptom', 'coughing', 'back pain', 'dyspnea']","['transjugular intrahepatic portosystemic shunt procedure', 'bathing', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'excision of axillary lymph nodes']",[],"['entire head', 'blood vessel', 'lung', 'entire breast', 'foot']"
402,"['gonorrhea', 'geroderma osteodysplastica', 'allergic disposition', 'dermatologic disorders', 'exanthema', 'lung diseases, obstructive', 'asthma', 'food allergy', 'simian acquired immunodeficiency syndrome', 'coronavirus infections', 'urticaria', 'coughing', 'welts']","['modest-temperature hyperthermia', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'urgent procedure']",[],"['medial amygdalar nucleus', 'hand', 'entire throat (surface region of neck)', 'entire thigh', 'tongue', 'stomach', 'entire upper limb']"
403,['wiskott-aldrich syndrome'],['cisplatin/etoposide/mitoxantrone/tamoxifen protocol'],[],[]
404,"['multi-infarct dementia', 'diarrhea', 'vomiting', 'nausea', 'stomach cramps (finding)']",[],[],['stomach']
405,['allergic disposition'],['therapeutic procedure'],[],"['toes', 'structure of nail of toe', 'blood vessel']"
406,"['common cold', 'irritable bowel syndrome', 'intestinal infectious disease (disorder)', 'gonorrhea', 'geroderma osteodysplastica', 'obesity', 'furuncle', ""little's disease"", 'acute infectious disease', 'lung diseases, obstructive', 'reflex sympathetic dystrophy', 'simian acquired immunodeficiency syndrome', 'wiskott-aldrich syndrome', 'diarrhea', 'chest pain', 'ache', 'tired', 'body pain', 'feeling sick', 'severe diarrhea', 'overweight', 'severe pain', 'headache', 'pain', 'tremor', 'stomach ache', 'chest tightness', 'influenza-like symptoms', 'coughing', 'cold sweat', 'aural pressure', 'decrease in appetite', 'dyspnea', 'chills']","['triage', 'therapeutic tactile stimulation', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'toilet procedure', 'excision of axillary lymph nodes', 'isolation procedure']",[],"['entire head', 'belly of skeletal muscle', 'heart', 'entire putamen', 'entire throat (surface region of neck)', 'stomach', 'entire face', 'intestines', 'entire neck', 'entire breast', 'entire upper limb', 'nose']"
407,[],['one to one care'],[],[]
408,"['myelitis, acute transverse', 'anemia, diamond-blackfan', 'reflex sympathetic dystrophy', 'chest tightness', 'headache', 'coughing', 'pain', 'back pain', 'dyspnea']",['excision of axillary lymph nodes'],[],['entire breast']
409,"['gonorrhea', 'geroderma osteodysplastica', 'influenza', 'wiskott-aldrich syndrome', 'chest pain', 'fatigue - symptom', 'dyspnea']","['cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'bleomycin/methotrexate/vincristine protocol']",[],[]
410,"['gastroesophageal reflux disease', 'lung diseases, obstructive', 'heartburn', 'dizziness', 'coughing', 'clouded consciousness', 'breathing abnormally deep', 'heartburn acidity']","['modest-temperature hyperthermia', 'calming', 'exercise pain management']",[],"['heart', 'pharyngeal structure', 'entire blood vessel', 'entire breast']"
411,"['gonorrhea', 'geroderma osteodysplastica', 'streptococcal lymphadenitis of swine', ""little's disease"", 'hypotrichosis simplex', 'simian acquired immunodeficiency syndrome', 'tired', 'nausea', 'wheezing', 'dry cough', 'headache', 'coughing', 'back pain', 'asthenia', 'dyspnea']","['stretching exercises', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol']",[],['bone structure of ischium']
412,"['gonorrhea', 'geroderma osteodysplastica', 'hypertensive disease', 'obesity', 'diabetes', 'mumps', 'ache', 'malaise', 'fatigue', 'dry cough', 'coughing', 'pain', 'throat irritation', 'chills']","['cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'incision and drainage', 'exercise pain management']",[],"['superior olivary complex', 'right ear structure', 'entire throat (surface region of neck)', 'hand', 'gland', 'eye', 'entire ear', 'lung', 'nose']"
413,"['gonorrhea', 'geroderma osteodysplastica', 'sexually transmitted diseases', 'pharyngitis', 'lung diseases, obstructive', 'simian acquired immunodeficiency syndrome', 'fatigue', 'sore throat', 'congestion of throat', 'headache', 'dry cough', 'clouded consciousness', 'dyspnea', 'sore to touch']","['single embryo transfer', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'hac protocol']",[],"['respiratory diaphragm', 'gland', 'brain']"
414,"['acute gastroenteritis', 'chest tightness', 'coughing', 'pain', 'tremor']",['calming'],[],['pharyngeal structure']
415,"['myasthenia gravis, ocular', 'disease']",[],[],[]
416,"['gonorrhea', 'geroderma osteodysplastica', 'allergic disposition', ""little's disease"", 'bronchitis', 'simian acquired immunodeficiency syndrome', 'tired', 'coughing']","['incision and drainage', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol']",[],[]
417,"['hypertensive disease', 'adult fanconi syndrome', 'influenza', 'short stature, idiopathic, x-linked', 'dermatofibrosis lenticularis disseminata', 'gonorrhea', 'geroderma osteodysplastica', 'obesity', 'sexually transmitted diseases', 'wilson-turner x-linked mental retardation syndrome', 'oculocerebrocutaneous syndrome', 'diabetes mellitus', 'lung diseases, obstructive', 'asthma']",['special diet therapy'],[],"['entire putamen', 'structure of anterior cerebral artery']"
418,"[""little's disease"", 'simian acquired immunodeficiency syndrome', 'tired', 'headache', 'coughing']",[],[],[]
419,"['influenza', 'acute gastroenteritis', 'body pain']","['adoptive immunotherapy', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'diet good', 'therapeutic procedure']",[],['structure of putamen']
420,"['gonorrhea', 'geroderma osteodysplastica', 'urticaria pigmentosa', 'short stature, idiopathic, x-linked', 'cardiovascular symptoms', 'chest tightness', 'flare']","['venom immunotherapy', 'electroconvulsive therapy']",[],[]
421,"['gonorrhea', 'geroderma osteodysplastica']",['cisplatin/etoposide/mitoxantrone/tamoxifen protocol'],[],['lung']
422,"['hamman-rich syndrome', 'hepatorenal syndrome']",[],['ibuprofen 400 mg'],[]
423,"['gonorrhea', 'geroderma osteodysplastica', 'simian acquired immunodeficiency syndrome', 'chest pain', 'ache', 'chest tightness', 'coughing', 'back pain', 'dyspnea']",[],[],"['heart', 'entire upper limb']"
424,"['gonorrhea', 'geroderma osteodysplastica', 'coughing']",[],[],[]
425,"['obesity', 'hypertensive disease', 'dysosteosclerosis', 'fish-eye disease', 'diabetes mellitus', 'lung diseases, obstructive', 'simian acquired immunodeficiency syndrome', 'acute gastroenteritis', 'aicardi-goutieres syndrome 1', 'gray platelet syndrome', 'excessive tearing', 'heart problem']","['modest-temperature hyperthermia', 'trans-hiatal esophagectomy', 'therapeutic procedure']",[],"['avian crop', 'blood vessel', 'hair specimen']"
426,"['gonorrhea', 'geroderma osteodysplastica', 'infantile neuroaxonal dystrophy', 'palmar-plantar erythrodysesthesia syndrome', 'myopia', 'coughing', 'chest discomfort', 'nervousness']","['cyclophosphamide/methotrexate/prednisone/vincristine protocol', 'bleomycin/methotrexate/vincristine protocol']",[],['structure of anterior cerebral artery']
427,"['bilateral pneumonia', 'pneumonia', 'meningitis', 'meningitis, bacterial', 'chronic obstructive airway disease', 'cystic fibrosis', 'coronavirus infections', 'gray platelet syndrome']",[],[],['entire putamen']
428,"['respiratory tract infections', 'coronavirus infections']",[],[],[]
429,['infantile neuroaxonal dystrophy'],"['modest-temperature hyperthermia', 'fracture fixation, internal', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'relaxation techniques', 'division (surgical procedure)']",[],['structure of putamen']
430,"['malignant hyperpyrexia due to anesthesia', 'chronic otitis media', 'acute gastroenteritis']","['caregiver support (regime/therapy)', 'incision and drainage']",[],[]
431,"['gonorrhea', 'geroderma osteodysplastica', 'disease']","['transjugular intrahepatic portosystemic shunt procedure', 'obstetric delivery', 'peritoneal dialysate (treatment)', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol']",[],"['hand', 'entire upper limb']"
432,"['gonorrhea', 'geroderma osteodysplastica', 'lung diseases, obstructive', 'angle closure glaucoma']",[],[],['inferior esophageal sphincter structure']
433,"['gonorrhea', 'geroderma osteodysplastica', 'pseudohypoparathyroidism', 'diabetes mellitus, non-insulin-dependent', 'pseudohypoparathyroidism, type ia', 'lung diseases, obstructive']","['transjugular intrahepatic portosystemic shunt procedure', 'peritoneal dialysate (treatment)']",[],[]
434,['chronic otitis media'],[],[],[]
435,"['multi-infarct dementia', 'signs and symptoms', 'burning sensation']",['cisplatin/etoposide/mitoxantrone/tamoxifen protocol'],[],[]
436,"['gonorrhea', 'geroderma osteodysplastica', 'autoimmune disease (systemic) nos', 'malignant hyperpyrexia due to anesthesia', 'aicardi-goutieres syndrome 1', 'signs and symptoms', 'gastrointestinal gas']","['anterior decompression of shoulder joint', 'drainage procedure', 'distraction therapy', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'reminding']",[],[]
437,"['gonorrhea', 'geroderma osteodysplastica', 'malignant hyperpyrexia due to anesthesia', 'chronic obstructive airway disease', 'depressive symptoms']","['transjugular intrahepatic portosystemic shunt procedure', 'anterior decompression of shoulder joint', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'reminding', 'exercise pain management', 'cardiac lead procedure']",[],['respiratory diaphragm']
438,"['lung diseases, obstructive']","['modest-temperature hyperthermia', 'physical therapy exercises', 'nursing therapy', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'family support']",[],"['integumentary scale', 'structure of putamen', 'shell - animal skin appendage']"
439,"['anemia, diamond-blackfan', 'simian acquired immunodeficiency syndrome']","['transjugular intrahepatic portosystemic shunt procedure', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'incision and drainage']",[],[]
440,"['axenfeld-rieger syndrome', 'gonorrhea', 'geroderma osteodysplastica', 'pallister-hall syndrome', 'chronic otitis media', 'reflex sympathetic dystrophy', 'organic disorders', 'coronavirus infections', 'disease']","['disinfection', 'nursing therapy', 'peritoneal dialysate (treatment)', 'decontamination', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'abdominoperineal resection', 'excision of axillary lymph nodes', 'etoposide/ifosfamide/mesna/mitoxantrone', 'direct method', 'discussion (procedure)']",[],"['hand', 'entire face']"
441,"['gonorrhea', 'geroderma osteodysplastica', 'wilson-turner x-linked mental retardation syndrome', 'carpal tunnel syndrome', 'dehydration', 'coronavirus infections', 'dandy-walker syndrome', 'seizures']","['transjugular intrahepatic portosystemic shunt procedure', 'meditation therapy', 'distraction therapy', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'exercise pain management']",[],"['respiratory diaphragm', 'adrenal glands', 'structure of putamen', 'common carotid artery', 'entire appendix']"
442,"['pelvic organ prolapse', 'pain, postoperative']",['cisplatin/etoposide/mitoxantrone/tamoxifen protocol'],[],['entire appendix']
443,"['infantile neuroaxonal dystrophy', 'lung diseases, obstructive', 'simian acquired immunodeficiency syndrome']","['induced abortion (procedure)', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol']",[],['entire elbow region']
444,"['gonorrhea', 'geroderma osteodysplastica', 'malignant hyperpyrexia due to anesthesia', ""little's disease"", 'carpal tunnel syndrome', 'lung diseases, obstructive', 'simian acquired immunodeficiency syndrome', 'signs and symptoms']","['transjugular intrahepatic portosystemic shunt procedure', '5 minutes office visit', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'exercise pain management', 'osteogenesis, distraction', 'cardiac lead procedure']",[],"['respiratory diaphragm', 'structure of putamen']"
445,"[""little's disease""]","['therapeutic tactile stimulation', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'discussion (procedure)']",[],[]
446,"['spastic syndrome', 'chronic otitis media', 'lung diseases, obstructive', 'acute gastroenteritis']","['transjugular intrahepatic portosystemic shunt procedure', '5 minutes office visit', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol']",[],[]
447,[],['therapeutic tactile stimulation'],[],[]
448,"['preeclamptic toxemia', 'gonorrhea', 'geroderma osteodysplastica']","['yoga', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'discussion (procedure)']",[],[]
449,"['gonorrhea', 'geroderma osteodysplastica', 'pallister-hall syndrome', 'communicable diseases', 'palmar-plantar erythrodysesthesia syndrome', 'coronavirus infections']","['transjugular intrahepatic portosystemic shunt procedure', 'incision and drainage', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol']",[],"['hand', 'entire face']"
450,"['gonorrhea', 'geroderma osteodysplastica', 'communicable diseases', ""little's disease"", 'coronavirus infections']","['induced abortion (procedure)', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol']",[],"['hand', 'stomach', 'lung', 'entire ear']"
451,['malignant hyperpyrexia due to anesthesia'],"['cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'discussion (procedure)']",[],[]
452,"['gonorrhea', 'geroderma osteodysplastica', 'pallister-hall syndrome', 'dermatofibrosis lenticularis disseminata', 'testicular regression syndrome', 'disease']","['single embryo transfer', 'peritoneal dialysate (treatment)', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'tannenbaum electroanalgesia method', 'osteogenesis, distraction']",[],"['entire putamen', 'hand']"
453,"[""little's disease"", 'chronic obstructive airway disease', 'signs and symptoms']","['transjugular intrahepatic portosystemic shunt procedure', 'anterior decompression of shoulder joint', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'family support', 'discussion (procedure)']",[],['entire face']
454,"['gonorrhea', 'geroderma osteodysplastica']","['obstetric delivery', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'discussion (procedure)', 'urgent procedure']",[],[]
455,"['infantile neuroaxonal dystrophy', 'simian acquired immunodeficiency syndrome']","['soaking procedure', 'universal precautions', 'adoptive immunotherapy', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'isolation procedure', 'exercise pain management']",[],"['respiratory diaphragm', 'structure of putamen', 'downy hair']"
456,[],"['cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'insertion of pack (procedure)']",[],"['structure of putamen', 'entire finger', 'animal coat']"
457,"['gonorrhea', 'geroderma osteodysplastica', 'chronic otitis media']",['transjugular intrahepatic portosystemic shunt procedure'],[],[]
458,"['hypertensive disease', 'gonorrhea', 'geroderma osteodysplastica', 'malignant hyperpyrexia due to anesthesia', 'myocardial infarction']","['transjugular intrahepatic portosystemic shunt procedure', 'reparative closure', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol']",[],"['entire putamen', 'bony process']"
459,"['gonorrhea', 'geroderma osteodysplastica', 'malignant hyperpyrexia due to anesthesia', 'seizures', 'gait, drop foot']","['modest-temperature hyperthermia', 'peritoneal dialysate (treatment)', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol']",[],['respiratory diaphragm']
460,"['gonorrhea', 'geroderma osteodysplastica']","['reframing', 'meditation therapy', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol']",[],['eye']
461,"['malignant hyperpyrexia due to anesthesia', 'coronary arteriosclerosis']","['surgical procedures, minimally invasive', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'incision and drainage', 'discussion (procedure)']",[],['respiratory diaphragm']
462,"['gonorrhea', 'geroderma osteodysplastica', 'communicable diseases', 'short stature, idiopathic, x-linked', 'flatulence', 'sensory discomfort', 'exhaustion']","['modest-temperature hyperthermia', 'transjugular intrahepatic portosystemic shunt procedure', 'induced abortion (procedure)', 'administration procedure', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'osteogenesis, distraction', 'therapeutic procedure']",[],"['respiratory diaphragm', 'entire putamen']"
463,"['gonorrhea', 'geroderma osteodysplastica', 'malignant hyperpyrexia due to anesthesia', 'amelogenesis imperfecta nephrocalcinosis', 'tired']","['transection (procedure)', 'mental health care', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'urgent procedure', 'discussion (procedure)']",[],"['nail plate', 'structure of putamen']"
464,"['gonorrhea', 'geroderma osteodysplastica', 'malignant hyperpyrexia due to anesthesia', 'wolf-hirschhorn syndrome', 'gray platelet syndrome']","['modest-temperature hyperthermia', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'discussion (procedure)']",[],[]
465,"['gonorrhea', 'geroderma osteodysplastica', 'communicable diseases', 'malignant hyperpyrexia due to anesthesia', 'palmar-plantar erythrodysesthesia syndrome', 'sick to stomach']","['the science and art of healing', 'transjugular intrahepatic portosystemic shunt procedure', 'induced abortion (procedure)', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol']",[],"['respiratory diaphragm', 'eye']"
466,"['malignant hyperpyrexia due to anesthesia', 'testicular regression syndrome', 'signs and symptoms', 'tired', 'pain']","['cyclophosphamide/fluorouracil/methotrexate/vincristine protocol', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'discussion (procedure)']",[],"['respiratory diaphragm', 'common carotid artery', 'bony process', 'branch of', 'stem of organ']"
467,"['gonorrhea', 'geroderma osteodysplastica', 'malignant hyperpyrexia due to anesthesia', 'disease', 'dizziness', 'slow respiration']","['transjugular intrahepatic portosystemic shunt procedure', 'meditation therapy', 'reduction - action', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'calming', 'exercise pain management', 'thymectomy', 'discussion (procedure)', 'cardiac lead procedure']",[],"['entire head', 'common carotid artery', 'entire appendix']"
468,"['gonorrhea', 'geroderma osteodysplastica', 'infantile neuroaxonal dystrophy', 'malignant hyperpyrexia due to anesthesia', 'amelogenesis imperfecta nephrocalcinosis', 'wolf-hirschhorn syndrome', 'simian acquired immunodeficiency syndrome', 'coronavirus infections']","['surgical and medical procedures', 'cyclophosphamide/fluorouracil/methotrexate/vincristine protocol', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'peer prevention', 'exercise pain management', 'therapeutic procedure', 'urgent procedure']",[],"['common carotid artery', 'entire appendix', 'entire face']"
469,['signs and symptoms'],"['interventional procedure', 'harm reduction', 'disease management program (regime/therapy)']",[],['bony process']
470,"['gonorrhea', 'geroderma osteodysplastica', ""little's disease"", 'muscle cramp']",['cisplatin/etoposide/mitoxantrone/tamoxifen protocol'],[],['foot']
471,"['gonorrhea', 'geroderma osteodysplastica']","['induced abortion (procedure)', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'discussion (procedure)']",[],"['structure of putamen', 'entire hand']"
472,[],['cisplatin/etoposide/mitoxantrone/tamoxifen protocol'],[],['structure of putamen']
473,"['gonorrhea', 'geroderma osteodysplastica', 'malignant hyperpyrexia due to anesthesia', 'signs and symptoms']","['transjugular intrahepatic portosystemic shunt procedure', 'mental health care', 'single embryo transfer', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol']",[],[]
474,"['pallister-hall syndrome', 'disorder of face', 'lung diseases, obstructive', 'coronavirus infections', 'seizures', 'signs and symptoms']","['transjugular intrahepatic portosystemic shunt procedure', 'prevention of infection', 'prophylactic treatment', 'disorder control (procedure)']",[],"['structure of supraoptic nucleus', 'entire face', 'entire ear', 'anatomical layer']"
475,"['gonorrhea', 'geroderma osteodysplastica', ""little's disease"", 'bronchopulmonary dysplasia', 'popliteal pterygium syndrome, lethal type', 'disease', 'pain', 'dyspnea on exertion']","['treated with', 'transjugular intrahepatic portosystemic shunt procedure', 'personal safety', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'behavior therapy']",[],[]
476,"['gonorrhea', 'geroderma osteodysplastica', 'hantavirus infections', 'autoimmune disease (systemic) nos', 'malignant hyperpyrexia due to anesthesia', 'cancer-associated retinopathy', 'myocardial ischemia', 'gray platelet syndrome', 'tired']","['transjugular intrahepatic portosystemic shunt procedure', 'surgical procedures, minimally invasive', 'anterior decompression of shoulder joint', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'discussion (procedure)', 'cardiac lead procedure']",[],['downy hair']
477,"['gonorrhea', 'geroderma osteodysplastica', 'malignant hyperpyrexia due to anesthesia', 'hepatic encephalopathy', 'signs and symptoms', 'hyperextension']","['cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'discussion (procedure)']",[],[]
478,[],"['treatment protocols', 'prophylactic treatment', 'procedures involving the use of pharmaceuticals', 'disorder control (procedure)']",[],"['structure of putamen', 'entire nasal passage']"
479,"['sexually transmitted diseases', 'progressive encephalomyelitis with rigidity']","['transjugular intrahepatic portosystemic shunt procedure', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'tannenbaum electroanalgesia method', 'discussion (procedure)']",[],['common carotid artery']
480,"['multi-infarct dementia', 'subacute thyroiditis', 'communicable diseases', 'heparin-induced thrombocytopenia', 'common cold', 'influenza', 'cancer-associated retinopathy', 'coronavirus infections', 'acute gastroenteritis', 'gonorrhea', 'geroderma osteodysplastica', 'flu symptoms', 'infantile neuroaxonal dystrophy', 'total hypotrichosis, mari type', ""little's disease"", 'simian acquired immunodeficiency syndrome', 'wiskott-aldrich syndrome', 'disease', 'severe diarrhea', 'fatigue', 'headache', 'pain', 'chest pressure', 'stomach ache', 'anosmia', 'cardiovascular symptoms', 'nausea', 'influenza-like symptoms', 'diarrhea and vomiting, symptom', 'chest pain on breathing', 'has tingling sensation', 'congestion of throat', 'coughing', 'sharp pain', 'clouded consciousness', 'ache', 'tired', 'rhinorrhea', 'actual inability to taste', 'agonizing pain', 'gastrointestinal gas', 'chest tightness', 'dry cough', 'dyspnea', 'chills', 'sore to touch']","['obstetric delivery', 'induced abortion (procedure)', 'adoptive immunotherapy', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'primary operation', 'cyclophosphamide/methotrexate/prednisone/vincristine protocol', 'hac protocol', 'exercise pain management', 'emergency care', 'cardiac lead procedure']",[],"['medial amygdalar nucleus', 'heart', 'structure of retinal pigment epithelium', 'bone structure of cranium', 'hand', 'lip structure', 'stomach', 'quarter of the udder', 'lung', 'entire face', 'entire breast', 'entire head', 'anus', 'structure of supraoptic nucleus', 'common carotid artery', 'bony process', 'foot']"
481,"['communicable diseases', 'heart diseases', 'severe acute respiratory syndrome', 'bilateral pneumonia', 'pneumonia', 'common cold', 'pneumonia clinical', 'influenza', 'lung diseases', 'septicemia', 'coronavirus infections']","['prophylactic vaccination against the common cold', 'quarantine', 'therapeutic procedure', 'discussion (procedure)']",[],"['hand', 'lung']"
482,"['infantile neuroaxonal dystrophy', 'communicable diseases', 'severe acute respiratory syndrome', 'sudden infant death syndrome', 'feline infectious peritonitis', 'coronavirus infections']","['drugs', 'reduction - action', 'surgical replantation', 'therapeutic procedure', 'exploration procedure']",[],['lung']
483,"['communicable diseases', 'coronavirus infections']",[],[],[]
484,"['pneumonia', 'tuberculosis', 'coronavirus infections']",[],[],['lung']
485,"['communicable diseases', 'severe acute respiratory syndrome', 'blindness of one eye (disorder)', 'macrophage activation syndrome', 'syndrome', 'bubonic plague', 'coronavirus infections', 'disease', 'mass of body region', 'sighing respiration', 'muscle cramp']","['quarantine', 'chinese herbal medicine', 'prophylactic treatment', 'isolation procedure', 'vaccination', 'release (procedure)', 'therapeutic procedure']",[],"['entire head', 'eye']"
486,"['specific viral infections', 'reproductive system disorder', 'communicable diseases', 'common cold', 'influenza', 'respiration disorders', 'pyotraumatic dermatitis', 'coronavirus infections', 'weakness', 'coughing']","['inoculation', 'isolation procedure', 'vaccination', 'detection', 'providing presence (regime/therapy)', 'discussion (procedure)']",[],"['organ', 'integumentary scale', 'pharyngeal structure', 'bony process', 'lung']"
487,"['pneumonia', 'influenza', 'coronavirus infections']",[],[],[]
488,['coronavirus infections'],[],[],[]
489,"['poliomyelitis', 'heparin-induced thrombocytopenia', 'influenza', 'influenza due to influenza a virus subtype h1n1', 'west nile viral infection', 'myelitis', 'upper respiratory infections', 'coronavirus infections', 'rhinorrhea', 'myalgia', 'weakness', 'headache', 'coughing']","['primary operation', 'vaccination', 'coronavirus vaccination']",[],"['set of muscles', 'lung']"
490,[],[],[],"['skin part', 'hand', 'hair']"
491,"['coronavirus infections', 'disease', 'clouded consciousness']",[],[],[]
492,"['coronavirus infections', 'seizures', 'clouded consciousness']","['quarantine', 'interventional procedure']",[],['entire head']
493,"['communicable diseases', 'infantile neuroaxonal dystrophy']","['quarantine', 'therapeutic procedure']",[],"['left upper arm structure', 'entire neck']"
494,"['communicable diseases', 'heart diseases', 'abortion, habitual', 'common cold', 'critical illness', 'respiratory distress syndrome, adult', 'influenza', 'pemphigus and fogo selvagem', 'cardiac arrest', 'coronavirus infections', 'virus diseases', 'long qt syndrome', 'vesicle (morphologic abnormality)', 'sepsis', 'bacteremia', 'mannose-binding protein deficiency', 'severe acute respiratory syndrome', 'autoimmune diseases', 'inflammatory disorder', 'diabetes mellitus', 'asthma', 'disease', 'single organ dysfunction', 'diarrhea', 'catch - finding of sensory dimension of pain']","['bronchial lavage', 'quarantine', 'cytotoxic chemotherapy', 'gene therapy', 'providing presence (regime/therapy)', 'cardiac lead procedure', 'root canal therapy', 'drugs', 'self monitoring', 'adoptive immunotherapy', 'primary operation', 'abdominoperineal resection', 'release (procedure)', 'therapeutic procedure']",[],"['uterus', 'limb structure', 'hippocampus proper', 'hand', 'entire respiratory tract', 'airway structure', 'alveolar', 'hair', 'tooth structure', 'lung', 'intestines', 'anatomical layer', 'kidney', 'organ', 'bony process']"
495,"['mumps', 'immune system diseases', 'influenza', 'measles', 'coughing']","['gamma globulin administration nos', 'vaccination', 'passive immunization procedure', 'detection', 'therapeutic procedure', 'cardiac lead procedure', 'infection protection']",[],"['thymus gland', 'hand', 'eye', 'marrow', 'tentacle', 'lung', 'nose']"
496,"['infantile neuroaxonal dystrophy', 'pharyngitis', 'coronavirus infections', 'sore throat', 'coughing']","['hand class', 'administration procedure', 'incision and drainage']",[],[]
497,['coronavirus infections'],['adoptive immunotherapy'],[],[]
498,['coronavirus infections'],['demand (clinical)'],[],['bone structure of cranium']
499,"['communicable diseases', 'digitorenocerebral syndrome', 'influenza']","['quarantine', 'reparative closure']",[],"['eye', 'nose']"
500,"['deficiency of glucose-6-phosphate dehydrogenase', 'severe combined immunodeficiency', 'adenosine deaminase deficiency', 'severe acute respiratory syndrome', 'pneumonia', 'heparin-induced thrombocytopenia', 'mucocutaneous lymph node syndrome', 'upper respiratory infections', 'coronavirus infections', 'paramyotonia congenita (disorder)', 'dyspnea']","['drugs', 'fever treatment', 'bypass', 'therapeutic procedure', 'cardiac lead procedure']",[],"['respiratory tract structure', 'lung']"
501,"['herpes zoster disease', 'virus diseases']","['medical therapy', 'therapeutic procedure']",[],[]
502,"['communicable diseases', 'heparin-induced thrombocytopenia', 'labyrinthitis', 'common cold', 'influenza', 'asthma', 'upper respiratory infections', 'dwarfism', 'coronavirus infections', 'pyotraumatic dermatitis', 'disease', 'flatulence', 'catch - finding of sensory dimension of pain', 'flushing', 'coughing']","['quarantine', 'therapeutic tactile stimulation', 'toilet procedure', 'incision and drainage']",[],"['entire head', 'hand', 'eye', 'entire face', 'lung', 'foot', 'nose']"
503,"['coronavirus infections', 'disease']","['transjugular intrahepatic portosystemic shunt procedure', 'interventional procedure']",[],"['duct (organ) structure', 'entire face']"
