,symptoms,treatments,drugs,bodyparts
403,['Wiskott-Aldrich Syndrome'],['cisplatin/etoposide/mitoxantrone/tamoxifen protocol'],[],[]
404,"['Multi-infarct dementia', 'Diarrhea', 'Vomiting', 'Nausea', 'Stomach cramps (finding)']",[],[],['Stomach']
405,['Allergic disposition'],['Therapeutic procedure'],[],"['Toes', 'Structure of nail of toe', 'Blood Vessel']"
406,"['Common Cold', 'Irritable Bowel Syndrome', 'Intestinal infectious disease (disorder)', 'Gonorrhea', 'Geroderma osteodysplastica', 'Obesity', 'furuncle', ""Little's Disease"", 'Acute infectious disease', 'Lung Diseases, Obstructive', 'Reflex Sympathetic Dystrophy', 'Simian Acquired Immunodeficiency Syndrome', 'Wiskott-Aldrich Syndrome', 'Diarrhea', 'Chest Pain', 'Ache', 'Tired', 'BODY PAIN', 'Feeling Sick', 'Severe diarrhea', 'Overweight', 'Severe pain', 'Headache', 'Pain', 'Tremor', 'Stomach ache', 'Chest tightness', 'Influenza-like symptoms', 'Coughing', 'Cold sweat', 'Aural pressure', 'Decrease in appetite', 'Dyspnea', 'Chills']","['Triage', 'Therapeutic tactile stimulation', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'Toilet procedure', 'Excision of axillary lymph nodes', 'Isolation procedure']",[],"['Entire head', 'Belly of skeletal muscle', 'Heart', 'Entire putamen', 'Entire throat (surface region of neck)', 'Stomach', 'Entire face', 'Intestines', 'Entire neck', 'Entire breast', 'Entire upper limb', 'Nose']"
407,[],['One to one care'],[],[]
408,"['Myelitis, Acute Transverse', 'Anemia, Diamond-Blackfan', 'Reflex Sympathetic Dystrophy', 'Chest tightness', 'Headache', 'Coughing', 'Pain', 'Back Pain', 'Dyspnea']",['Excision of axillary lymph nodes'],[],['Entire breast']
409,"['Gonorrhea', 'Geroderma osteodysplastica', 'Influenza', 'Wiskott-Aldrich Syndrome', 'Chest Pain', 'Fatigue - symptom', 'Dyspnea']","['cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'bleomycin/methotrexate/vincristine protocol']",[],[]
410,"['Gastroesophageal reflux disease', 'Lung Diseases, Obstructive', 'Heartburn', 'Dizziness', 'Coughing', 'Clouded consciousness', 'Breathing abnormally deep', 'Heartburn acidity']","['Modest-Temperature Hyperthermia', 'Calming', 'Exercise Pain Management']",[],"['Heart', 'Pharyngeal structure', 'Entire blood vessel', 'Entire breast']"
411,"['Gonorrhea', 'Geroderma osteodysplastica', 'Streptococcal lymphadenitis of swine', ""Little's Disease"", 'Hypotrichosis simplex', 'Simian Acquired Immunodeficiency Syndrome', 'Tired', 'Nausea', 'Wheezing', 'Dry cough', 'Headache', 'Coughing', 'Back Pain', 'Asthenia', 'Dyspnea']","['Stretching exercises', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol']",[],['Bone structure of ischium']
412,"['Gonorrhea', 'Geroderma osteodysplastica', 'Hypertensive disease', 'Obesity', 'Diabetes', 'Mumps', 'Ache', 'Malaise', 'Fatigue', 'Dry cough', 'Coughing', 'Pain', 'Throat irritation', 'Chills']","['cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'Incision and drainage', 'Exercise Pain Management']",[],"['SUPERIOR OLIVARY COMPLEX', 'Right ear structure', 'Entire throat (surface region of neck)', 'Hand', 'Gland', 'Eye', 'Entire ear', 'Lung', 'Nose']"
413,"['Gonorrhea', 'Geroderma osteodysplastica', 'Sexually Transmitted Diseases', 'Pharyngitis', 'Lung Diseases, Obstructive', 'Simian Acquired Immunodeficiency Syndrome', 'Fatigue', 'Sore Throat', 'Congestion of throat', 'Headache', 'Dry cough', 'Clouded consciousness', 'Dyspnea', 'Sore to touch']","['Single Embryo Transfer', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'HAC protocol']",[],"['Respiratory Diaphragm', 'Gland', 'Brain']"
414,"['Acute gastroenteritis', 'Chest tightness', 'Coughing', 'Pain', 'Tremor']",['Calming'],[],['Pharyngeal structure']
415,"['Myasthenia Gravis, Ocular', 'Disease']",[],[],[]
416,"['Gonorrhea', 'Geroderma osteodysplastica', 'Allergic disposition', ""Little's Disease"", 'Bronchitis', 'Simian Acquired Immunodeficiency Syndrome', 'Tired', 'Coughing']","['Incision and drainage', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol']",[],[]
417,"['Hypertensive disease', 'Adult Fanconi syndrome', 'Influenza', 'SHORT STATURE, IDIOPATHIC, X-LINKED', 'Dermatofibrosis lenticularis disseminata', 'Gonorrhea', 'Geroderma osteodysplastica', 'Obesity', 'Sexually Transmitted Diseases', 'WILSON-TURNER X-LINKED MENTAL RETARDATION SYNDROME', 'Oculocerebrocutaneous syndrome', 'Diabetes Mellitus', 'Lung Diseases, Obstructive', 'Asthma']",['Special Diet Therapy'],[],"['Entire putamen', 'Structure of anterior cerebral artery']"
418,"[""Little's Disease"", 'Simian Acquired Immunodeficiency Syndrome', 'Tired', 'Headache', 'Coughing']",[],[],[]
419,"['Influenza', 'Acute gastroenteritis', 'BODY PAIN']","['Adoptive Immunotherapy', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'Diet good', 'Therapeutic procedure']",[],['Structure of putamen']
420,"['Gonorrhea', 'Geroderma osteodysplastica', 'Urticaria Pigmentosa', 'SHORT STATURE, IDIOPATHIC, X-LINKED', 'Cardiovascular symptoms', 'Chest tightness', 'Flare']","['Venom immunotherapy', 'Electroconvulsive Therapy']",[],[]
421,"['Gonorrhea', 'Geroderma osteodysplastica']",['cisplatin/etoposide/mitoxantrone/tamoxifen protocol'],[],['Lung']
422,"['Hamman-Rich syndrome', 'Hepatorenal Syndrome']",[],['Ibuprofen 400 MG'],[]
423,"['Gonorrhea', 'Geroderma osteodysplastica', 'Simian Acquired Immunodeficiency Syndrome', 'Chest Pain', 'Ache', 'Chest tightness', 'Coughing', 'Back Pain', 'Dyspnea']",[],[],"['Heart', 'Entire upper limb']"
424,"['Gonorrhea', 'Geroderma osteodysplastica', 'Coughing']",[],[],[]
425,"['Obesity', 'Hypertensive disease', 'Dysosteosclerosis', 'Fish-Eye Disease', 'Diabetes Mellitus', 'Lung Diseases, Obstructive', 'Simian Acquired Immunodeficiency Syndrome', 'Acute gastroenteritis', 'AICARDI-GOUTIERES SYNDROME 1', 'Gray Platelet Syndrome', 'Excessive tearing', 'HEART PROBLEM']","['Modest-Temperature Hyperthermia', 'Trans-hiatal esophagectomy', 'Therapeutic procedure']",[],"['Avian crop', 'Blood Vessel', 'Hair Specimen']"
426,"['Gonorrhea', 'Geroderma osteodysplastica', 'Infantile Neuroaxonal Dystrophy', 'Palmar-plantar erythrodysesthesia syndrome', 'Myopia', 'Coughing', 'Chest discomfort', 'Nervousness']","['cyclophosphamide/methotrexate/prednisone/vincristine protocol', 'bleomycin/methotrexate/vincristine protocol']",[],['Structure of anterior cerebral artery']
427,"['Bilateral pneumonia', 'Pneumonia', 'Meningitis', 'Meningitis, Bacterial', 'Chronic Obstructive Airway Disease', 'Cystic Fibrosis', 'Coronavirus Infections', 'Gray Platelet Syndrome']",[],[],['Entire putamen']
428,"['Respiratory Tract Infections', 'Coronavirus Infections']",[],[],[]
429,['Infantile Neuroaxonal Dystrophy'],"['Modest-Temperature Hyperthermia', 'Fracture Fixation, Internal', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'Relaxation Techniques', 'Division (surgical procedure)']",[],['Structure of putamen']
430,"['Malignant hyperpyrexia due to anesthesia', 'Chronic otitis media', 'Acute gastroenteritis']","['Caregiver support (regime/therapy)', 'Incision and drainage']",[],[]
431,"['Gonorrhea', 'Geroderma osteodysplastica', 'Disease']","['Transjugular intrahepatic portosystemic shunt procedure', 'Obstetric Delivery', 'peritoneal dialysate (treatment)', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol']",[],"['Hand', 'Entire upper limb']"
432,"['Gonorrhea', 'Geroderma osteodysplastica', 'Lung Diseases, Obstructive', 'Angle Closure Glaucoma']",[],[],['Inferior esophageal sphincter structure']
433,"['Gonorrhea', 'Geroderma osteodysplastica', 'Pseudohypoparathyroidism', 'Diabetes Mellitus, Non-Insulin-Dependent', 'Pseudohypoparathyroidism, Type Ia', 'Lung Diseases, Obstructive']","['Transjugular intrahepatic portosystemic shunt procedure', 'peritoneal dialysate (treatment)']",[],[]
434,['Chronic otitis media'],[],[],[]
435,"['Multi-infarct dementia', 'Signs and Symptoms', 'Burning sensation']",['cisplatin/etoposide/mitoxantrone/tamoxifen protocol'],[],[]
436,"['Gonorrhea', 'Geroderma osteodysplastica', 'Autoimmune disease (systemic) NOS', 'Malignant hyperpyrexia due to anesthesia', 'AICARDI-GOUTIERES SYNDROME 1', 'Signs and Symptoms', 'gastrointestinal gas']","['Anterior decompression of shoulder joint', 'Drainage procedure', 'Distraction therapy', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'Reminding']",[],[]
437,"['Gonorrhea', 'Geroderma osteodysplastica', 'Malignant hyperpyrexia due to anesthesia', 'Chronic Obstructive Airway Disease', 'Depressive Symptoms']","['Transjugular intrahepatic portosystemic shunt procedure', 'Anterior decompression of shoulder joint', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'Reminding', 'Exercise Pain Management', 'Cardiac Lead Procedure']",[],['Respiratory Diaphragm']
438,"['Lung Diseases, Obstructive']","['Modest-Temperature Hyperthermia', 'Physical therapy exercises', 'nursing therapy', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'Family support']",[],"['Integumentary scale', 'Structure of putamen', 'Shell - Animal skin appendage']"
439,"['Anemia, Diamond-Blackfan', 'Simian Acquired Immunodeficiency Syndrome']","['Transjugular intrahepatic portosystemic shunt procedure', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'Incision and drainage']",[],[]
440,"['Axenfeld-Rieger syndrome', 'Gonorrhea', 'Geroderma osteodysplastica', 'Pallister-Hall syndrome', 'Chronic otitis media', 'Reflex Sympathetic Dystrophy', 'organic disorders', 'Coronavirus Infections', 'Disease']","['Disinfection', 'nursing therapy', 'peritoneal dialysate (treatment)', 'Decontamination', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'Abdominoperineal resection', 'Excision of axillary lymph nodes', 'Etoposide/Ifosfamide/Mesna/Mitoxantrone', 'Direct Method', 'Discussion (procedure)']",[],"['Hand', 'Entire face']"
441,"['Gonorrhea', 'Geroderma osteodysplastica', 'WILSON-TURNER X-LINKED MENTAL RETARDATION SYNDROME', 'Carpal Tunnel Syndrome', 'Dehydration', 'Coronavirus Infections', 'Dandy-Walker Syndrome', 'Seizures']","['Transjugular intrahepatic portosystemic shunt procedure', 'Meditation Therapy', 'Distraction therapy', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'Exercise Pain Management']",[],"['Respiratory Diaphragm', 'Adrenal Glands', 'Structure of putamen', 'Common carotid artery', 'Entire appendix']"
442,"['Pelvic Organ Prolapse', 'Pain, Postoperative']",['cisplatin/etoposide/mitoxantrone/tamoxifen protocol'],[],['Entire appendix']
443,"['Infantile Neuroaxonal Dystrophy', 'Lung Diseases, Obstructive', 'Simian Acquired Immunodeficiency Syndrome']","['Induced abortion (procedure)', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol']",[],['Entire elbow region']
444,"['Gonorrhea', 'Geroderma osteodysplastica', 'Malignant hyperpyrexia due to anesthesia', ""Little's Disease"", 'Carpal Tunnel Syndrome', 'Lung Diseases, Obstructive', 'Simian Acquired Immunodeficiency Syndrome', 'Signs and Symptoms']","['Transjugular intrahepatic portosystemic shunt procedure', '5 minutes Office visit', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'Exercise Pain Management', 'Osteogenesis, Distraction', 'Cardiac Lead Procedure']",[],"['Respiratory Diaphragm', 'Structure of putamen']"
445,"[""Little's Disease""]","['Therapeutic tactile stimulation', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'Discussion (procedure)']",[],[]
446,"['Spastic syndrome', 'Chronic otitis media', 'Lung Diseases, Obstructive', 'Acute gastroenteritis']","['Transjugular intrahepatic portosystemic shunt procedure', '5 minutes Office visit', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol']",[],[]
447,[],['Therapeutic tactile stimulation'],[],[]
448,"['Preeclamptic toxemia', 'Gonorrhea', 'Geroderma osteodysplastica']","['Yoga', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'Discussion (procedure)']",[],[]
449,"['Gonorrhea', 'Geroderma osteodysplastica', 'Pallister-Hall syndrome', 'Communicable Diseases', 'Palmar-plantar erythrodysesthesia syndrome', 'Coronavirus Infections']","['Transjugular intrahepatic portosystemic shunt procedure', 'Incision and drainage', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol']",[],"['Hand', 'Entire face']"
450,"['Gonorrhea', 'Geroderma osteodysplastica', 'Communicable Diseases', ""Little's Disease"", 'Coronavirus Infections']","['Induced abortion (procedure)', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol']",[],"['Hand', 'Stomach', 'Lung', 'Entire ear']"
451,['Malignant hyperpyrexia due to anesthesia'],"['cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'Discussion (procedure)']",[],[]
452,"['Gonorrhea', 'Geroderma osteodysplastica', 'Pallister-Hall syndrome', 'Dermatofibrosis lenticularis disseminata', 'Testicular regression syndrome', 'Disease']","['Single Embryo Transfer', 'peritoneal dialysate (treatment)', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'Tannenbaum electroanalgesia method', 'Osteogenesis, Distraction']",[],"['Entire putamen', 'Hand']"
453,"[""Little's Disease"", 'Chronic Obstructive Airway Disease', 'Signs and Symptoms']","['Transjugular intrahepatic portosystemic shunt procedure', 'Anterior decompression of shoulder joint', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'Family support', 'Discussion (procedure)']",[],['Entire face']
454,"['Gonorrhea', 'Geroderma osteodysplastica']","['Obstetric Delivery', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'Discussion (procedure)', 'Urgent Procedure']",[],[]
455,"['Infantile Neuroaxonal Dystrophy', 'Simian Acquired Immunodeficiency Syndrome']","['Soaking Procedure', 'Universal Precautions', 'Adoptive Immunotherapy', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'Isolation procedure', 'Exercise Pain Management']",[],"['Respiratory Diaphragm', 'Structure of putamen', 'Downy hair']"
456,[],"['cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'Insertion of pack (procedure)']",[],"['Structure of putamen', 'Entire finger', 'Animal Coat']"
457,"['Gonorrhea', 'Geroderma osteodysplastica', 'Chronic otitis media']",['Transjugular intrahepatic portosystemic shunt procedure'],[],[]
458,"['Hypertensive disease', 'Gonorrhea', 'Geroderma osteodysplastica', 'Malignant hyperpyrexia due to anesthesia', 'Myocardial Infarction']","['Transjugular intrahepatic portosystemic shunt procedure', 'Reparative closure', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol']",[],"['Entire putamen', 'bony process']"
459,"['Gonorrhea', 'Geroderma osteodysplastica', 'Malignant hyperpyrexia due to anesthesia', 'Seizures', 'Gait, Drop Foot']","['Modest-Temperature Hyperthermia', 'peritoneal dialysate (treatment)', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol']",[],['Respiratory Diaphragm']
460,"['Gonorrhea', 'Geroderma osteodysplastica']","['reframing', 'Meditation Therapy', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol']",[],['Eye']
461,"['Malignant hyperpyrexia due to anesthesia', 'Coronary Arteriosclerosis']","['Surgical Procedures, Minimally Invasive', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'Incision and drainage', 'Discussion (procedure)']",[],['Respiratory Diaphragm']
462,"['Gonorrhea', 'Geroderma osteodysplastica', 'Communicable Diseases', 'SHORT STATURE, IDIOPATHIC, X-LINKED', 'Flatulence', 'Sensory Discomfort', 'Exhaustion']","['Modest-Temperature Hyperthermia', 'Transjugular intrahepatic portosystemic shunt procedure', 'Induced abortion (procedure)', 'Administration procedure', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'Osteogenesis, Distraction', 'Therapeutic procedure']",[],"['Respiratory Diaphragm', 'Entire putamen']"
463,"['Gonorrhea', 'Geroderma osteodysplastica', 'Malignant hyperpyrexia due to anesthesia', 'Amelogenesis imperfecta nephrocalcinosis', 'Tired']","['Transection (procedure)', 'Mental health care', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'Urgent Procedure', 'Discussion (procedure)']",[],"['Nail plate', 'Structure of putamen']"
464,"['Gonorrhea', 'Geroderma osteodysplastica', 'Malignant hyperpyrexia due to anesthesia', 'Wolf-Hirschhorn Syndrome', 'Gray Platelet Syndrome']","['Modest-Temperature Hyperthermia', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'Discussion (procedure)']",[],[]
465,"['Gonorrhea', 'Geroderma osteodysplastica', 'Communicable Diseases', 'Malignant hyperpyrexia due to anesthesia', 'Palmar-plantar erythrodysesthesia syndrome', 'sick to stomach']","['The science and art of healing', 'Transjugular intrahepatic portosystemic shunt procedure', 'Induced abortion (procedure)', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol']",[],"['Respiratory Diaphragm', 'Eye']"
466,"['Malignant hyperpyrexia due to anesthesia', 'Testicular regression syndrome', 'Signs and Symptoms', 'Tired', 'Pain']","['cyclophosphamide/fluorouracil/methotrexate/vincristine protocol', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'Discussion (procedure)']",[],"['Respiratory Diaphragm', 'Common carotid artery', 'bony process', 'Branch of', 'Stem of Organ']"
467,"['Gonorrhea', 'Geroderma osteodysplastica', 'Malignant hyperpyrexia due to anesthesia', 'Disease', 'Dizziness', 'Slow respiration']","['Transjugular intrahepatic portosystemic shunt procedure', 'Meditation Therapy', 'Reduction - action', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'Calming', 'Exercise Pain Management', 'Thymectomy', 'Discussion (procedure)', 'Cardiac Lead Procedure']",[],"['Entire head', 'Common carotid artery', 'Entire appendix']"
468,"['Gonorrhea', 'Geroderma osteodysplastica', 'Infantile Neuroaxonal Dystrophy', 'Malignant hyperpyrexia due to anesthesia', 'Amelogenesis imperfecta nephrocalcinosis', 'Wolf-Hirschhorn Syndrome', 'Simian Acquired Immunodeficiency Syndrome', 'Coronavirus Infections']","['Surgical and medical procedures', 'cyclophosphamide/fluorouracil/methotrexate/vincristine protocol', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'peer prevention', 'Exercise Pain Management', 'Therapeutic procedure', 'Urgent Procedure']",[],"['Common carotid artery', 'Entire appendix', 'Entire face']"
469,['Signs and Symptoms'],"['Interventional procedure', 'Harm Reduction', 'Disease management program (regime/therapy)']",[],['bony process']
470,"['Gonorrhea', 'Geroderma osteodysplastica', ""Little's Disease"", 'Muscle Cramp']",['cisplatin/etoposide/mitoxantrone/tamoxifen protocol'],[],['Foot']
471,"['Gonorrhea', 'Geroderma osteodysplastica']","['Induced abortion (procedure)', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'Discussion (procedure)']",[],"['Structure of putamen', 'Entire hand']"
472,[],['cisplatin/etoposide/mitoxantrone/tamoxifen protocol'],[],['Structure of putamen']
473,"['Gonorrhea', 'Geroderma osteodysplastica', 'Malignant hyperpyrexia due to anesthesia', 'Signs and Symptoms']","['Transjugular intrahepatic portosystemic shunt procedure', 'Mental health care', 'Single Embryo Transfer', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol']",[],[]
474,"['Pallister-Hall syndrome', 'Disorder of face', 'Lung Diseases, Obstructive', 'Coronavirus Infections', 'Seizures', 'Signs and Symptoms']","['Transjugular intrahepatic portosystemic shunt procedure', 'prevention of infection', 'Prophylactic treatment', 'disorder control (procedure)']",[],"['Structure of supraoptic nucleus', 'Entire face', 'Entire ear', 'anatomical layer']"
475,"['Gonorrhea', 'Geroderma osteodysplastica', ""Little's Disease"", 'Bronchopulmonary Dysplasia', 'POPLITEAL PTERYGIUM SYNDROME, LETHAL TYPE', 'Disease', 'Pain', 'Dyspnea on exertion']","['Treated with', 'Transjugular intrahepatic portosystemic shunt procedure', 'personal safety', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'Behavior Therapy']",[],[]
476,"['Gonorrhea', 'Geroderma osteodysplastica', 'Hantavirus Infections', 'Autoimmune disease (systemic) NOS', 'Malignant hyperpyrexia due to anesthesia', 'Cancer-Associated Retinopathy', 'Myocardial Ischemia', 'Gray Platelet Syndrome', 'Tired']","['Transjugular intrahepatic portosystemic shunt procedure', 'Surgical Procedures, Minimally Invasive', 'Anterior decompression of shoulder joint', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'Discussion (procedure)', 'Cardiac Lead Procedure']",[],['Downy hair']
477,"['Gonorrhea', 'Geroderma osteodysplastica', 'Malignant hyperpyrexia due to anesthesia', 'Hepatic Encephalopathy', 'Signs and Symptoms', 'Hyperextension']","['cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'Discussion (procedure)']",[],[]
478,[],"['Treatment Protocols', 'Prophylactic treatment', 'Procedures involving the use of pharmaceuticals', 'disorder control (procedure)']",[],"['Structure of putamen', 'Entire nasal passage']"
479,"['Sexually Transmitted Diseases', 'PROGRESSIVE ENCEPHALOMYELITIS WITH RIGIDITY']","['Transjugular intrahepatic portosystemic shunt procedure', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'Tannenbaum electroanalgesia method', 'Discussion (procedure)']",[],['Common carotid artery']
480,"['Multi-infarct dementia', 'Subacute thyroiditis', 'Communicable Diseases', 'Heparin-induced thrombocytopenia', 'Common Cold', 'Influenza', 'Cancer-Associated Retinopathy', 'Coronavirus Infections', 'Acute gastroenteritis', 'Gonorrhea', 'Geroderma osteodysplastica', 'flu symptoms', 'Infantile Neuroaxonal Dystrophy', 'Total Hypotrichosis, Mari type', ""Little's Disease"", 'Simian Acquired Immunodeficiency Syndrome', 'Wiskott-Aldrich Syndrome', 'Disease', 'Severe diarrhea', 'Fatigue', 'Headache', 'Pain', 'Chest pressure', 'Stomach ache', 'Anosmia', 'Cardiovascular symptoms', 'Nausea', 'Influenza-like symptoms', 'Diarrhea and vomiting, symptom', 'Chest pain on breathing', 'Has tingling sensation', 'Congestion of throat', 'Coughing', 'Sharp pain', 'Clouded consciousness', 'Ache', 'Tired', 'Rhinorrhea', 'Actual Inability To Taste', 'Agonizing Pain', 'gastrointestinal gas', 'Chest tightness', 'Dry cough', 'Dyspnea', 'Chills', 'Sore to touch']","['Obstetric Delivery', 'Induced abortion (procedure)', 'Adoptive Immunotherapy', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'Primary operation', 'cyclophosphamide/methotrexate/prednisone/vincristine protocol', 'HAC protocol', 'Exercise Pain Management', 'Emergency Care', 'Cardiac Lead Procedure']",[],"['medial amygdalar nucleus', 'Heart', 'Structure of retinal pigment epithelium', 'Bone structure of cranium', 'Hand', 'Lip structure', 'Stomach', 'Quarter of the Udder', 'Lung', 'Entire face', 'Entire breast', 'Entire head', 'Anus', 'Structure of supraoptic nucleus', 'Common carotid artery', 'bony process', 'Foot']"
481,"['Communicable Diseases', 'Heart Diseases', 'Severe Acute Respiratory Syndrome', 'Bilateral pneumonia', 'Pneumonia', 'Common Cold', 'pneumonia clinical', 'Influenza', 'Lung diseases', 'Septicemia', 'Coronavirus Infections']","['Prophylactic vaccination against the common cold', 'Quarantine', 'Therapeutic procedure', 'Discussion (procedure)']",[],"['Hand', 'Lung']"
482,"['Infantile Neuroaxonal Dystrophy', 'Communicable Diseases', 'Severe Acute Respiratory Syndrome', 'Sudden infant death syndrome', 'Feline infectious peritonitis', 'Coronavirus Infections']","['DRUGS', 'Reduction - action', 'Surgical Replantation', 'Therapeutic procedure', 'Exploration procedure']",[],['Lung']
483,"['Communicable Diseases', 'Coronavirus Infections']",[],[],[]
484,"['Pneumonia', 'Tuberculosis', 'Coronavirus Infections']",[],[],['Lung']
485,"['Communicable Diseases', 'Severe Acute Respiratory Syndrome', 'Blindness of one eye (disorder)', 'Macrophage Activation Syndrome', 'Syndrome', 'Bubonic Plague', 'Coronavirus Infections', 'Disease', 'Mass of body region', 'Sighing respiration', 'Muscle Cramp']","['Quarantine', 'Chinese herbal medicine', 'Prophylactic treatment', 'Isolation procedure', 'Vaccination', 'Release (procedure)', 'Therapeutic procedure']",[],"['Entire head', 'Eye']"
486,"['Specific viral infections', 'reproductive system disorder', 'Communicable Diseases', 'Common Cold', 'Influenza', 'Respiration Disorders', 'Pyotraumatic dermatitis', 'Coronavirus Infections', 'Weakness', 'Coughing']","['Inoculation', 'Isolation procedure', 'Vaccination', 'Detection', 'Providing presence (regime/therapy)', 'Discussion (procedure)']",[],"['Organ', 'Integumentary scale', 'Pharyngeal structure', 'bony process', 'Lung']"
487,"['Pneumonia', 'Influenza', 'Coronavirus Infections']",[],[],[]
488,['Coronavirus Infections'],[],[],[]
489,"['Poliomyelitis', 'Heparin-induced thrombocytopenia', 'Influenza', 'Influenza due to Influenza A virus subtype H1N1', 'West Nile viral infection', 'Myelitis', 'Upper Respiratory Infections', 'Coronavirus Infections', 'Rhinorrhea', 'Myalgia', 'Weakness', 'Headache', 'Coughing']","['Primary operation', 'Vaccination', 'Coronavirus vaccination']",[],"['Set of muscles', 'Lung']"
490,[],[],[],"['Skin part', 'Hand', 'Hair']"
491,"['Coronavirus Infections', 'Disease', 'Clouded consciousness']",[],[],[]
492,"['Coronavirus Infections', 'Seizures', 'Clouded consciousness']","['Quarantine', 'Interventional procedure']",[],['Entire head']
493,"['Communicable Diseases', 'Infantile Neuroaxonal Dystrophy']","['Quarantine', 'Therapeutic procedure']",[],"['Left upper arm structure', 'Entire neck']"
494,"['Communicable Diseases', 'Heart Diseases', 'Abortion, Habitual', 'Common Cold', 'Critical Illness', 'Respiratory Distress Syndrome, Adult', 'Influenza', 'Pemphigus and fogo selvagem', 'Cardiac Arrest', 'Coronavirus Infections', 'Virus Diseases', 'Long QT Syndrome', 'Vesicle (morphologic abnormality)', 'Sepsis', 'Bacteremia', 'Mannose-Binding Protein Deficiency', 'Severe Acute Respiratory Syndrome', 'Autoimmune Diseases', 'Inflammatory disorder', 'Diabetes Mellitus', 'Asthma', 'Disease', 'Single organ dysfunction', 'Diarrhea', 'Catch - Finding of sensory dimension of pain']","['Bronchial Lavage', 'Quarantine', 'Cytotoxic Chemotherapy', 'gene therapy', 'Providing presence (regime/therapy)', 'Cardiac Lead Procedure', 'Root Canal Therapy', 'DRUGS', 'Self Monitoring', 'Adoptive Immunotherapy', 'Primary operation', 'Abdominoperineal resection', 'Release (procedure)', 'Therapeutic procedure']",[],"['Uterus', 'Limb structure', 'Hippocampus Proper', 'Hand', 'Entire respiratory tract', 'Airway structure', 'Alveolar', 'Hair', 'Tooth structure', 'Lung', 'Intestines', 'anatomical layer', 'Kidney', 'Organ', 'bony process']"
495,"['Mumps', 'Immune System Diseases', 'Influenza', 'Measles', 'Coughing']","['Gamma globulin administration NOS', 'Vaccination', 'passive immunization procedure', 'Detection', 'Therapeutic procedure', 'Cardiac Lead Procedure', 'Infection protection']",[],"['Thymus Gland', 'Hand', 'Eye', 'Marrow', 'Tentacle', 'Lung', 'Nose']"
496,"['Infantile Neuroaxonal Dystrophy', 'Pharyngitis', 'Coronavirus Infections', 'Sore Throat', 'Coughing']","['Hand class', 'Administration procedure', 'Incision and drainage']",[],[]
497,['Coronavirus Infections'],['Adoptive Immunotherapy'],[],[]
498,['Coronavirus Infections'],['Demand (clinical)'],[],['Bone structure of cranium']
